word,original_word,severity,confidence,avg_toxicity,max_toxicity,median_toxicity,natural_usage_score,final_score,high_toxicity_percentage,sentences_analyzed,word_length,has_symbols,has_numbers,has_spaces
barenakedwad,barenaked,UNOFFENSIVE,0.8,0.2008135334617691,0.9964141845703124,0.0264600608497858,0.2280675567890284,0.2280675567890284,10.0,20,12,0,0,0
barenakeding,barenaked,UNOFFENSIVE,0.8,0.1893440418120008,0.9947972893714904,0.0231824894435703,0.2200409008574206,0.2200409008574206,10.0,20,12,0,0,0
barenakeder,barenaked,UNOFFENSIVE,0.8577395312447333,0.1089314628887223,0.757865309715271,0.0037168668350204,0.1422604687552666,0.1422604687552666,0.0,20,11,0,0,0
barenakeds,barenaked,UNOFFENSIVE,0.8,0.1700499233033042,0.9839471578598022,0.0080906599760055,0.2028518677607644,0.2028518677607644,10.0,20,10,0,0,0
barenakedbag,barenaked,LOW,0.5,0.3459984558459837,0.9067755937576294,0.2123033627867698,0.3619676417193841,0.3619676417193841,20.0,20,12,0,0,0
barenakedy,barenaked,UNOFFENSIVE,0.8348612897610292,0.1136150040663778,0.9558199048042296,0.004625724395737,0.1651387102389708,0.1651387102389708,5.0,20,10,0,0,0
bastinadoly,bastinado,UNOFFENSIVE,0.8811615682014963,0.0816892350878333,0.694951593875885,0.001099104527384,0.1188384317985037,0.1188384317985037,0.0,20,11,0,0,0
bastinadoing,bastinado,UNOFFENSIVE,0.8062154639384244,0.1444500939513091,0.9635943174362184,0.0358501598238945,0.1937845360615756,0.1937845360615756,5.0,20,12,0,0,0
bastinadoface,bastinado,UNOFFENSIVE,0.8148833450605162,0.1682310204138048,0.7325741052627563,0.0364021072164177,0.1851166549394838,0.1851166549394838,0.0,20,13,0,0,0
bastinadoy,bastinado,UNOFFENSIVE,0.818356343616033,0.1371096913528163,0.9819644689559937,0.0039379822555929,0.181643656383967,0.181643656383967,5.0,20,10,0,0,0
bastinadoer,bastinado,LOW,0.5,0.2704912216984667,0.9074284434318542,0.0114078354090452,0.256459927984979,0.256459927984979,15.0,20,11,0,0,0
bastinado,bastinado,UNOFFENSIVE,0.8157288134522969,0.1587340914091328,0.8712918758392334,0.0063384803943336,0.1842711865477031,0.1842711865477031,5.0,20,9,0,0,0
bastinadoed,bastinado,LOW,0.5,0.2879056945734192,0.9966511130332948,0.0070849130861461,0.2745340019732248,0.2745340019732248,25.0,20,11,0,0,0
bastinadowad,bastinado,UNOFFENSIVE,0.8509729825088288,0.1199751423439011,0.7631803154945374,0.0024130017845891,0.1490270174911711,0.1490270174911711,0.0,20,12,0,0,0
bastinadobag,bastinado,UNOFFENSIVE,0.8,0.2479391031665727,0.906363010406494,0.0045245280489325,0.2407571213552728,0.2407571213552728,5.0,20,12,0,0,0
bastinadohead,bastinado,MEDIUM,0.6225916269246954,0.5357724830217194,0.9973356127738952,0.6713152527809143,0.6225916269246954,0.6225916269246954,45.0,20,13,0,0,0
bastinados,bastinado,UNOFFENSIVE,0.8,0.2163496946595842,0.9964964985847472,0.0283176265656948,0.2379547546239337,0.2379547546239337,5.0,20,10,0,0,0
bastinadoes,bastinado,UNOFFENSIVE,0.8,0.1860724511847365,0.8513484597206116,0.0198925603181123,0.2027460847783368,0.2027460847783368,5.0,20,11,0,0,0
bbws,bbw,UNOFFENSIVE,0.8220650700683473,0.1263543100300012,0.996806025505066,0.0081391378771513,0.1779349299316527,0.1779349299316527,5.0,20,4,0,0,0
bbwly,bbw,UNOFFENSIVE,0.8,0.1821953123610001,0.9942309856414796,0.0167586021125316,0.2137678666145075,0.2137678666145075,10.0,20,5,0,0,0
bbw,bbw,UNOFFENSIVE,0.8514595018181716,0.0786918830213835,0.9949132204055786,0.0061134877614676,0.1485404981818283,0.1485404981818283,5.0,20,3,0,0,0
bbwed,bbw,UNOFFENSIVE,0.85439612731745,0.0841834718565223,0.9427459239959716,0.0027306572301313,0.14560387268255,0.14560387268255,5.0,20,5,0,0,0
bbwing,bbw,UNOFFENSIVE,0.8216338890034239,0.1459671280055772,0.8893794417381287,0.006159633398056,0.178366110996576,0.178366110996576,5.0,20,6,0,0,0
bbwface,bbw,LOW,0.5,0.3121251311240485,0.990255892276764,0.098520528525114,0.3158568264596397,0.3158568264596397,20.0,20,7,0,0,0
bbwer,bbw,UNOFFENSIVE,0.8775171512918314,0.0824275360297178,0.7004415392875671,0.0099405772052705,0.1224828487081686,0.1224828487081686,0.0,20,5,0,0,0
bbwhead,bbw,MEDIUM,0.6001083265966736,0.52369797663996,0.9796501398086548,0.6264150887727737,0.6001083265966736,0.6001083265966736,50.0,20,7,0,0,0
bbwes,bbw,UNOFFENSIVE,0.8645591619133484,0.0630316641472745,0.973583996295929,0.00087813322898,0.1354408380866516,0.1354408380866516,5.0,20,5,0,0,0
bbwwad,bbw,LOW,0.5,0.2921860247268341,0.9358636140823364,0.0938111506402492,0.2970413214364089,0.2970413214364089,5.0,20,6,0,0,0
bbwbag,bbw,LOW,0.5,0.3937089750892483,0.9925427436828612,0.1270541958510875,0.3735959181771613,0.3735959181771613,20.0,20,6,0,0,0
bbwy,bbw,UNOFFENSIVE,0.9180044657038524,0.0637388843344524,0.4121564030647278,0.0084552112966775,0.0819955342961475,0.0819955342961475,0.0,20,4,0,0,0
bdsmer,bdsm,UNOFFENSIVE,0.8143321437010309,0.1647916900779819,0.7870479226112366,0.0269601666368544,0.1856678562989691,0.1856678562989691,0.0,20,6,0,0,0
bdsmhead,bdsm,MEDIUM,0.6384542488306761,0.5954199720174074,0.9945310950279236,0.6058305203914642,0.6384542488306761,0.6384542488306761,35.0,20,8,0,0,0
bdsmwad,bdsm,LOW,0.5,0.2975578606885392,0.9939678907394408,0.0577301066368818,0.2952505374781322,0.2952505374781322,10.0,20,7,0,0,0
bdsms,bdsm,UNOFFENSIVE,0.8,0.1926426656747935,0.9583351016044616,0.0439204536378383,0.2245952456566738,0.2245952456566738,5.0,20,5,0,0,0
bdsmes,bdsm,UNOFFENSIVE,0.8,0.2203532229817938,0.9968252182006836,0.0219234144315123,0.2384714799385983,0.2384714799385983,10.0,20,6,0,0,0
bdsming,bdsm,UNOFFENSIVE,0.8668875252164434,0.0838136022153776,0.7477136254310608,0.0268431697040796,0.1331124747835565,0.1331124747835565,0.0,20,7,0,0,0
bdsmy,bdsm,UNOFFENSIVE,0.8345198824279941,0.1199619578779675,0.8788211345672607,0.0187360979616642,0.1654801175720058,0.1654801175720058,5.0,20,5,0,0,0
bdsm,bdsm,UNOFFENSIVE,0.8,0.2153268521942664,0.9950331449508668,0.0367939937859773,0.2397376239474397,0.2397376239474397,15.0,20,4,0,0,0
bdsmly,bdsm,UNOFFENSIVE,0.8207005621760618,0.1637182235892396,0.737978994846344,0.0242353472858667,0.1792994378239382,0.1792994378239382,0.0,20,6,0,0,0
bdsmbag,bdsm,UNOFFENSIVE,0.8,0.2077924458368215,0.7767928838729858,0.0859025381505489,0.2281255173345562,0.2281255173345562,0.0,20,7,0,0,0
bdsmed,bdsm,UNOFFENSIVE,0.8126609362725867,0.1551693336310563,0.8753194212913513,0.0223517380654811,0.1873390637274133,0.1873390637274133,5.0,20,6,0,0,0
bdsmface,bdsm,LOW,0.5,0.2580739343451569,0.9313313961029052,0.1316585429012775,0.2874750630877679,0.2874750630877679,10.0,20,8,0,0,0
beaver cleavers,beaver cleaver,UNOFFENSIVE,0.8233341315505095,0.1343158722971566,0.8469837307929993,0.0379265733063221,0.1766658684494905,0.1766658684494905,10.0,20,15,0,0,1
beaver cleaverbag,beaver cleaver,UNOFFENSIVE,0.8,0.2051710563333472,0.9621939659118652,0.036670274566859,0.2303231127612525,0.2303231127612525,10.0,20,17,0,0,1
beaver cleaverer,beaver cleaver,UNOFFENSIVE,0.8711954445717855,0.0615471719705965,0.9126259088516236,0.0020455378689803,0.1288045554282144,0.1288045554282144,5.0,20,16,0,0,1
beaver cleaveres,beaver cleaver,UNOFFENSIVE,0.9269948679278605,0.0440956653677858,0.4584976136684418,0.0023265716154128,0.0730051320721395,0.0730051320721395,0.0,20,16,0,0,1
beaver cleaverface,beaver cleaver,UNOFFENSIVE,0.8914663534442662,0.0618260562856448,0.7067360877990723,0.0025480133481323,0.1085336465557338,0.1085336465557338,0.0,20,18,0,0,1
beaver cleavery,beaver cleaver,UNOFFENSIVE,0.8822395089641213,0.0551393577421549,0.8411491513252258,0.0018732041935436,0.1177604910358786,0.1177604910358786,5.0,20,15,0,0,1
beaver cleaver,beaver cleaver,UNOFFENSIVE,0.8523839022929315,0.0843610105570405,0.963980793952942,0.0020047065918333,0.1476160977070685,0.1476160977070685,5.0,20,14,0,0,1
beaver cleaverhead,beaver cleaver,UNOFFENSIVE,0.819714401915553,0.1608151230466319,0.7136238217353821,0.041447140276432,0.180285598084447,0.180285598084447,0.0,20,18,0,0,1
beaver cleaverly,beaver cleaver,UNOFFENSIVE,0.8490122793533373,0.0975802207540255,0.9140636324882508,0.0034440831514075,0.1509877206466626,0.1509877206466626,10.0,20,16,0,0,1
beaver cleaverwad,beaver cleaver,UNOFFENSIVE,0.868942696294398,0.1090849149302812,0.6452632546424866,0.0036000976106151,0.1310573037056019,0.1310573037056019,0.0,20,17,0,0,1
beaver cleavering,beaver cleaver,UNOFFENSIVE,0.945908735546982,0.0472772153734695,0.241748496890068,0.0051669517997652,0.054091264453018,0.054091264453018,0.0,20,17,0,0,1
beaver cleavered,beaver cleaver,UNOFFENSIVE,0.8733694891812047,0.096230522551923,0.6846877336502075,0.0014114130754023,0.1266305108187953,0.1266305108187953,0.0,20,16,0,0,1
beaver lipswad,beaver lips,UNOFFENSIVE,0.8,0.1905224850634113,0.8174108862876892,0.02549416013062,0.2037028277060017,0.2037028277060017,5.0,20,14,0,0,1
beaver lipsface,beaver lips,UNOFFENSIVE,0.839477662909776,0.1464685608632862,0.5619814395904541,0.0548101887106895,0.160522337090224,0.160522337090224,0.0,20,15,0,0,1
beaver lipsed,beaver lips,UNOFFENSIVE,0.9603795711870772,0.0257949595514219,0.2305466830730438,0.0036292825825512,0.0396204288129229,0.0396204288129229,0.0,20,13,0,0,1
beaver lipss,beaver lips,UNOFFENSIVE,0.8,0.1630691725324141,0.9884170889854432,0.0314686680212616,0.2061238128243712,0.2061238128243712,10.0,20,12,0,0,1
beaver lipsy,beaver lips,UNOFFENSIVE,0.9650367436849048,0.027994579571532,0.1565285921096801,0.0083788312040269,0.0349632563150953,0.0349632563150953,0.0,20,12,0,0,1
beaver lipsly,beaver lips,UNOFFENSIVE,0.8204558327334235,0.1241916959785157,0.9939225316047668,0.0187896550633013,0.1795441672665765,0.1795441672665765,10.0,20,13,0,0,1
beaver lipses,beaver lips,UNOFFENSIVE,0.8694274343288271,0.1079387078498257,0.5661208033561707,0.030657535418868,0.1305725656711729,0.1305725656711729,0.0,20,13,0,0,1
beaver lips,beaver lips,UNOFFENSIVE,0.9330347468459512,0.0590835993119981,0.262710303068161,0.017480210866779,0.0669652531540486,0.0669652531540486,0.0,20,11,0,0,1
beaver lipser,beaver lips,UNOFFENSIVE,0.8774727868172341,0.0984384196694009,0.5848596692085266,0.0165939815342426,0.1225272131827659,0.1225272131827659,0.0,20,13,0,0,1
beaver lipsbag,beaver lips,LOW,0.5,0.3680588890798389,0.8749284744262695,0.2491568028926849,0.3830752217583358,0.3830752217583358,20.0,20,14,0,0,1
beaver lipshead,beaver lips,LOW,0.5,0.4138675146270543,0.8582322001457214,0.4049540162086487,0.4556299336533994,0.4556299336533994,10.0,20,15,0,0,1
beaver lipsing,beaver lips,UNOFFENSIVE,0.9610728486831068,0.0335257628204999,0.1721791923046112,0.0053125813137739,0.0389271513168932,0.0389271513168932,0.0,20,14,0,0,1
beastialitys,beastiality,UNOFFENSIVE,0.8,0.2294215978530701,0.9637282490730286,0.0361067298799753,0.2448578025831375,0.2448578025831375,5.0,20,12,0,0,0
beastialityface,beastiality,UNOFFENSIVE,0.8,0.2075670258142054,0.7529610991477966,0.0677807554602623,0.2201705520413816,0.2201705520413816,0.0,20,15,0,0,0
beastialityhead,beastiality,LOW,0.5632045228802598,0.4559082669555209,0.8601853847503662,0.678803414106369,0.5632045228802598,0.5632045228802598,15.0,20,15,0,0,0
beastialityer,beastiality,LOW,0.5,0.2697416070790496,0.9965373277664183,0.1569957137107849,0.3085974111373071,0.3085974111373071,10.0,20,13,0,0,0
beastialitybag,beastiality,LOW,0.5,0.408581170020625,0.941637396812439,0.4457417279481888,0.4730349600780755,0.4730349600780755,25.0,20,14,0,0,0
beastialitywad,beastiality,LOW,0.5,0.3874577623355435,0.9942196607589722,0.2274280861020088,0.4001250493078259,0.4001250493078259,20.0,20,14,0,0,0
beastialityes,beastiality,UNOFFENSIVE,0.8,0.1877981579687912,0.6753211617469788,0.1068858876824379,0.2122767772607039,0.2122767772607039,0.0,20,13,0,0,0
beastialityly,beastiality,UNOFFENSIVE,0.8,0.194189750199439,0.8915937542915344,0.0740118324756622,0.2278767752915155,0.2278767752915155,10.0,20,13,0,0,0
beastialitying,beastiality,UNOFFENSIVE,0.8062316746893339,0.1680232464219443,0.8008459210395813,0.0428992845118045,0.1937683253106661,0.1937683253106661,5.0,20,14,0,0,0
beastialityed,beastiality,LOW,0.5,0.2446796801581513,0.9909741282463074,0.0238362764939665,0.2530561038677115,0.2530561038677115,20.0,20,13,0,0,0
beastiality,beastiality,UNOFFENSIVE,0.8,0.2017972075031139,0.9966213703155518,0.0446023233234882,0.23412115853047,0.23412115853047,15.0,20,11,0,0,0
beastialityy,beastiality,UNOFFENSIVE,0.8,0.2059817603614647,0.9979344606399536,0.0555207040160894,0.240038713485701,0.240038713485701,15.0,20,12,0,0,0
bestialityface,bestiality,UNOFFENSIVE,0.8073609008977656,0.1514966496324632,0.9845027327537536,0.0109694534912705,0.1926390991022344,0.1926390991022344,10.0,20,14,0,0,0
bestialitys,bestiality,UNOFFENSIVE,0.8,0.1707333648577332,0.9973184466362,0.0034222486428916,0.2031985381711274,0.2031985381711274,15.0,20,11,0,0,0
bestialitying,bestiality,LOW,0.5,0.2579353366105351,0.9826578497886658,0.0099619175307452,0.2560155622044112,0.2560155622044112,15.0,20,13,0,0,0
bestialityly,bestiality,UNOFFENSIVE,0.8137627788702957,0.1665788410464301,0.8460826277732849,0.0056055124150589,0.1862372211297042,0.1862372211297042,5.0,20,12,0,0,0
bestialitybag,bestiality,LOW,0.5,0.376465285976883,0.9871454238891602,0.159825325012207,0.3725413114787079,0.3725413114787079,15.0,20,13,0,0,0
bestialityy,bestiality,UNOFFENSIVE,0.8,0.1972490674641449,0.9957646131515504,0.0012386446469463,0.2182974951877258,0.2182974951877258,20.0,20,11,0,0,0
bestialityes,bestiality,UNOFFENSIVE,0.8669573581393343,0.0923130126378964,0.7495570778846741,0.0089970882982015,0.1330426418606657,0.1330426418606657,0.0,20,12,0,0,0
bestialityer,bestiality,UNOFFENSIVE,0.822363057488692,0.128837214471423,0.9952932000160216,0.0026843127561733,0.177636942511308,0.177636942511308,5.0,20,12,0,0,0
bestialityed,bestiality,LOW,0.5,0.2580487741157412,0.9868746399879456,0.0052232854068279,0.2550837140902877,0.2550837140902877,10.0,20,12,0,0,0
bestialitywad,bestiality,UNOFFENSIVE,0.8150649923912715,0.1736297335650306,0.7501190900802612,0.0191508615389466,0.1849350076087284,0.1849350076087284,0.0,20,13,0,0,0
bestiality,bestiality,UNOFFENSIVE,0.9712225249235052,0.0244044440099969,0.1380010396242141,0.0011156823602505,0.0287774750764947,0.0287774750764947,0.0,20,10,0,0,0
bestialityhead,bestiality,LOW,0.5,0.3326323579036397,0.9815837740898132,0.3853038102388382,0.4133289352228166,0.4133289352228166,10.0,20,14,0,0,0
big blackhead,big black,LOW,0.500204758219188,0.4562664005032275,0.9201288819313048,0.4481067657470703,0.500204758219188,0.500204758219188,20.0,20,13,0,0,1
big blacks,big black,MEDIUM,0.6054611543565989,0.5496154394000768,0.9946210384368896,0.5874326229095459,0.6054611543565989,0.6054611543565989,20.0,20,10,0,0,1
big blackwad,big black,LOW,0.5,0.2717942302697338,0.8957109451293945,0.1539343819022178,0.2988279472454451,0.2988279472454451,10.0,20,12,0,0,1
big blackly,big black,UNOFFENSIVE,0.8078443006722955,0.1368860305723501,0.9969602227211,0.0344268623739481,0.1921556993277045,0.1921556993277045,5.0,20,11,0,0,1
big blacker,big black,LOW,0.5,0.3591543346643447,0.9481440782546996,0.2540395706892013,0.3865188798308372,0.3865188798308372,15.0,20,11,0,0,1
big black,big black,LOW,0.5,0.2730954614118673,0.9975473284721376,0.1860544681549072,0.3194283501408063,0.3194283501408063,5.0,20,9,0,0,1
big blackface,big black,LOW,0.5,0.348771017807303,0.829616367816925,0.2649518847465515,0.3717098128900397,0.3717098128900397,5.0,20,13,0,0,1
big blacking,big black,UNOFFENSIVE,0.8515396598097869,0.1248254143749363,0.5772488713264465,0.0528006814420223,0.1484603401902131,0.1484603401902131,0.0,20,12,0,0,1
big blacked,big black,UNOFFENSIVE,0.9270548873743972,0.0720793624757789,0.2413634210824966,0.018537176772952,0.0729451126256026,0.0729451126256026,0.0,20,11,0,0,1
big blackes,big black,LOW,0.5334173418814316,0.4681111885001883,0.9124755859375,0.5376769006252289,0.5334173418814316,0.5334173418814316,25.0,20,11,0,0,1
big blacky,big black,UNOFFENSIVE,0.8455121290660463,0.1065380168496631,0.7862076163291931,0.0398143306374549,0.1544878709339536,0.1544878709339536,0.0,20,10,0,0,1
big blackbag,big black,MEDIUM,0.6165812360402196,0.5455073444638401,0.998558223247528,0.6314033567905426,0.6165812360402196,0.6165812360402196,35.0,20,12,0,0,1
big breastsly,big breasts,LOW,0.5656720655644313,0.5067482420941815,0.9977855682373048,0.5394818782806396,0.5656720655644313,0.5656720655644313,15.0,20,13,0,0,1
big breastss,big breasts,LOW,0.5,0.3535721469670534,0.93748140335083,0.2715699970722198,0.387362427636981,0.387362427636981,15.0,20,12,0,0,1
big breastser,big breasts,LOW,0.5,0.3042025996430311,0.9905270338058472,0.2243343442678451,0.3488745664467569,0.3488745664467569,10.0,20,13,0,0,1
big breastsface,big breasts,LOW,0.5,0.4266116492915898,0.9978273510932922,0.3124313950538635,0.4494791432004422,0.4494791432004422,15.0,20,15,0,0,1
big breasts,big breasts,LOW,0.5199847839120775,0.4827670590486377,0.9961245656013488,0.4357069730758667,0.5199847839120775,0.5199847839120775,30.0,20,11,0,0,1
big breastsy,big breasts,LOW,0.5,0.2819268927210941,0.8938900828361511,0.1393079347908496,0.3003375243535265,0.3003375243535265,5.0,20,12,0,0,1
big breastsing,big breasts,LOW,0.5,0.3744177781743928,0.9938979744911194,0.249403178691864,0.3988614179613069,0.3988614179613069,25.0,20,14,0,0,1
big breastshead,big breasts,MEDIUM,0.6085829680413009,0.5639561224728823,0.9936670660972596,0.5694752931594849,0.6085829680413009,0.6085829680413009,30.0,20,15,0,0,1
big breastswad,big breasts,LOW,0.5,0.4315234473906457,0.8313038349151611,0.4398422837257385,0.4739971370436251,0.4739971370436251,10.0,20,14,0,0,1
big breastsbag,big breasts,MEDIUM,0.6104008813202381,0.5695634268224239,0.9916998744010924,0.5649761259555817,0.6104008813202381,0.6104008813202381,25.0,20,14,0,0,1
big breastses,big breasts,LOW,0.5330279294308276,0.4897158226463943,0.9788001775741576,0.4710613936185837,0.5330279294308276,0.5330279294308276,25.0,20,13,0,0,1
big breastsed,big breasts,LOW,0.5,0.4142992181004956,0.9922103881835938,0.365891546010971,0.4575680334819481,0.4575680334819481,15.0,20,13,0,0,1
big knockersing,big knockers,UNOFFENSIVE,0.8906720973463962,0.0934360833052778,0.4420585930347442,0.0302013112232089,0.1093279026536038,0.1093279026536038,0.0,20,15,0,0,1
big knockerss,big knockers,UNOFFENSIVE,0.8,0.2111187760310713,0.7848663330078125,0.0892968699336052,0.2319469598995056,0.2319469598995056,0.0,20,13,0,0,1
big knockersbag,big knockers,LOW,0.5176591322512831,0.4511062255653087,0.9948105812072754,0.4917144626379013,0.5176591322512831,0.5176591322512831,20.0,20,15,0,0,1
big knockershead,big knockers,LOW,0.5,0.2932922890409827,0.828308641910553,0.2086484283208847,0.3214007661119103,0.3214007661119103,10.0,20,16,0,0,1
big knockers,big knockers,UNOFFENSIVE,0.8287492966779973,0.1559466051345225,0.5689852833747864,0.069280706346035,0.1712507033220026,0.1712507033220026,0.0,20,12,0,0,1
big knockersly,big knockers,LOW,0.5,0.2140418015595059,0.9983797073364258,0.1112635508179664,0.2616421169147361,0.2616421169147361,5.0,20,14,0,0,1
big knockersed,big knockers,UNOFFENSIVE,0.9373302265204256,0.0501679971901467,0.2622261941432953,0.0211545191705226,0.0626697734795743,0.0626697734795743,0.0,20,14,0,0,1
big knockerses,big knockers,UNOFFENSIVE,0.8,0.1973211861215532,0.7829407453536987,0.0776253696531057,0.2199743971042335,0.2199743971042335,0.0,20,14,0,0,1
big knockersy,big knockers,UNOFFENSIVE,0.8714752518723253,0.1172498816682491,0.3596589267253876,0.0740297548472881,0.1285247481276746,0.1285247481276746,0.0,20,13,0,0,1
big knockerser,big knockers,UNOFFENSIVE,0.8303704624739475,0.1480942626600153,0.4985218942165375,0.1030693016946315,0.1696295375260524,0.1696295375260524,0.0,20,14,0,0,1
big knockerswad,big knockers,LOW,0.5,0.3276958431233652,0.9037631750106812,0.1178400702774524,0.3223458444583229,0.3223458444583229,15.0,20,15,0,0,1
big knockersface,big knockers,UNOFFENSIVE,0.8,0.2106547386269085,0.7180646657943726,0.1248867735266685,0.2356653418135829,0.2356653418135829,0.0,20,16,0,0,1
big titss,big tits,CRITICAL,0.95,0.9333557635545732,0.9968507885932922,0.9558048248291016,0.9464399844408036,0.9464399844408036,95.0,20,9,0,0,1
big titser,big tits,CRITICAL,0.9451273664832114,0.8814728930592537,0.9962095022201538,0.8887422680854797,0.8951273664832113,0.8951273664832113,95.0,20,10,0,0,1
big titsly,big tits,CRITICAL,0.95,0.9379682451486588,0.9976581335067748,0.9615384936332704,0.951008308529854,0.951008308529854,100.0,20,10,0,0,1
big titsbag,big tits,CRITICAL,0.95,0.9368882238864898,0.9972535967826844,0.9712420701980592,0.95323091506958,0.95323091506958,95.0,20,11,0,0,1
big titswad,big tits,CRITICAL,0.95,0.9261773198843002,0.9964040517807008,0.958177387714386,0.942800013422966,0.942800013422966,95.0,20,11,0,0,1
big titsface,big tits,CRITICAL,0.95,0.9040309712290764,0.9976351261138916,0.960176646709442,0.9302350893616677,0.9302350893616677,90.0,20,12,0,0,1
big titsed,big tits,CRITICAL,0.9325165629386905,0.8468579649925232,0.9974735379219056,0.9155147671699524,0.8825165629386903,0.8825165629386903,80.0,20,10,0,0,1
big titses,big tits,CRITICAL,0.95,0.9367931097745896,0.9930025935173036,0.9480685293674468,0.945796684026718,0.945796684026718,100.0,20,10,0,0,1
big titsing,big tits,CRITICAL,0.90381239913404,0.808560261502862,0.9965839385986328,0.8967261612415314,0.85381239913404,0.85381239913404,65.0,20,11,0,0,1
big tits,big tits,CRITICAL,0.95,0.9775914639234544,0.9982934594154358,0.9888983964920044,0.9830537432432176,0.9830537432432176,100.0,20,8,0,0,1
big titshead,big tits,CRITICAL,0.95,0.9646934241056442,0.997270405292511,0.9770743548870088,0.97166540145874,0.97166540145874,100.0,20,12,0,0,1
big titsy,big tits,CRITICAL,0.9434777560830117,0.8592767074704171,0.9965324401855468,0.9275282919406892,0.8934777560830116,0.8934777560830116,80.0,20,9,0,0,1
bimbosed,bimbos,LOW,0.5,0.3761595566873438,0.9879077076911926,0.2276319712400436,0.3927760961535387,0.3927760961535387,15.0,20,8,0,0,0
bimboswad,bimbos,LOW,0.5,0.3235668119974434,0.8452759981155396,0.202045701444149,0.3392813974432647,0.3392813974432647,10.0,20,9,0,0,0
bimbos,bimbos,MEDIUM,0.6122141786664723,0.5514634910970926,0.9077996611595154,0.6351870596408844,0.6122141786664723,0.6122141786664723,15.0,20,6,0,0,0
bimboss,bimbos,LOW,0.5,0.4407858760328963,0.9321488738059998,0.4629613608121872,0.4965748212439939,0.4965748212439939,25.0,20,7,0,0,0
bimbosly,bimbos,LOW,0.5,0.2662461797241121,0.9068291187286376,0.1971636712551117,0.3095797210838645,0.3095797210838645,5.0,20,8,0,0,0
bimbosing,bimbos,LOW,0.5,0.310829756129533,0.8271392583847046,0.2252516597509384,0.3367872774414718,0.3367872774414718,5.0,20,9,0,0,0
bimbosface,bimbos,LOW,0.5138114190846681,0.4571151744574308,0.9964913725852966,0.4663105905056,0.5138114190846681,0.5138114190846681,20.0,20,10,0,0,0
bimbosy,bimbos,LOW,0.5,0.3926382795441895,0.904883861541748,0.374340757727623,0.4383735811989754,0.4383735811989754,5.0,20,7,0,0,0
bimboshead,bimbos,MEDIUM,0.6801939296349883,0.5959924736991524,0.9982863068580629,0.7425660490989685,0.6801939296349883,0.6801939296349883,40.0,20,10,0,0,0
bimboser,bimbos,LOW,0.5,0.346381158742588,0.8613710999488831,0.2346486523747444,0.3643604009528645,0.3643604009528645,5.0,20,8,0,0,0
bimboses,bimbos,LOW,0.5954242087993771,0.5024634016212076,0.913217544555664,0.6754147112369537,0.5954242087993771,0.5954242087993771,20.0,20,8,0,0,0
bimbosbag,bimbos,LOW,0.5474822246376425,0.4652164915110915,0.9184393286705016,0.5883613228797913,0.5474822246376425,0.5474822246376425,25.0,20,9,0,0,0
birdlocks,birdlock,UNOFFENSIVE,0.9708366575441324,0.021523612528108,0.157156229019165,0.0017785067902877,0.0291633424558676,0.0291633424558676,0.0,20,9,0,0,0
birdlocky,birdlock,UNOFFENSIVE,0.8809266991575714,0.0538320245279464,0.8637997508049011,0.0013137034839019,0.1190733008424285,0.1190733008424285,5.0,20,9,0,0,0
birdlockbag,birdlock,UNOFFENSIVE,0.8460453508712817,0.1298371930897701,0.6387165784835815,0.0406022514216601,0.1539546491287183,0.1539546491287183,0.0,20,11,0,0,0
birdlocking,birdlock,UNOFFENSIVE,0.9837323305860628,0.0100434036925435,0.0981593281030654,0.001418981293682,0.0162676694139372,0.0162676694139372,0.0,20,11,0,0,0
birdlocked,birdlock,UNOFFENSIVE,0.863081830238807,0.0621012200630502,0.9932212829589844,0.0011176980915479,0.1369181697611929,0.1369181697611929,5.0,20,10,0,0,0
birdlock,birdlock,UNOFFENSIVE,0.949791128509096,0.0255500958388438,0.3447552025318146,0.0013443124480545,0.0502088714909041,0.0502088714909041,0.0,20,8,0,0,0
birdlockhead,birdlock,UNOFFENSIVE,0.8662595926370704,0.0931385769421467,0.7338315844535828,0.014913675840944,0.1337404073629295,0.1337404073629295,0.0,20,12,0,0,0
birdlockly,birdlock,UNOFFENSIVE,0.9761133163399064,0.0145783881132956,0.1462020128965377,0.0017314983415417,0.0238866836600936,0.0238866836600936,0.0,20,10,0,0,0
birdlocker,birdlock,UNOFFENSIVE,0.901883106775349,0.0688188261061441,0.5631617307662964,0.0016980816144496,0.098116893224651,0.098116893224651,0.0,20,10,0,0,0
birdlockwad,birdlock,UNOFFENSIVE,0.8610305937402882,0.0830374352051876,0.8866368532180786,0.0016108660493046,0.1389694062597118,0.1389694062597118,5.0,20,11,0,0,0
birdlockface,birdlock,UNOFFENSIVE,0.9664427049388178,0.0202326987753622,0.210686057806015,0.0011635667178779,0.0335572950611822,0.0335572950611822,0.0,20,12,0,0,0
birdlockes,birdlock,UNOFFENSIVE,0.847997497956967,0.0867884815612342,0.995441436767578,0.0012842314317822,0.152002502043033,0.152002502043033,5.0,20,10,0,0,0
black cockbag,black cock,CRITICAL,0.95,0.8748805657029152,0.9988263249397278,0.9807274043560028,0.9190291932225229,0.9190291932225229,70.0,20,13,0,0,1
black cockface,black cock,CRITICAL,0.95,0.8647437557578087,0.998684823513031,0.9385173916816713,0.9002699533104895,0.9002699533104895,80.0,20,14,0,0,1
